timestamp,hora,minuto,dia_semana,es_fin_semana,encendido
2024-01-04T07:52:00,7,52,3,0,0
2024-01-04T08:07:00,8,7,3,0,0
2024-01-04T08:22:00,8,22,3,0,0
2024-01-04T08:37:00,8,37,3,0,1
2024-01-04T08:52:00,8,52,3,0,1
2024-01-04T09:07:00,9,7,3,0,0
2024-01-04T09:22:00,9,22,3,0,0
2024-01-04T09:37:00,9,37,3,0,0
2024-01-04T09:52:00,9,52,3,0,0
2024-01-04T10:07:00,10,7,3,0,0
2024-01-04T10:22:00,10,22,3,0,0
2024-01-04T10:37:00,10,37,3,0,0
2024-01-04T10:52:00,10,52,3,0,0
2024-01-04T11:07:00,11,7,3,0,0
2024-01-04T11:22:00,11,22,3,0,0
2024-01-04T11:37:00,11,37,3,0,0
2024-01-04T11:52:00,11,52,3,0,0
2024-01-04T12:07:00,12,7,3,0,0
2024-01-04T12:22:00,12,22,3,0,0
2024-01-04T12:37:00,12,37,3,0,0
2024-01-04T12:52:00,12,52,3,0,0
2024-01-04T13:07:00,13,7,3,0,0
2024-01-04T13:22:00,13,22,3,0,0
2024-01-04T13:37:00,13,37,3,0,0
2024-01-04T13:52:00,13,52,3,0,0
2024-01-04T14:07:00,14,7,3,0,0
2024-01-04T14:22:00,14,22,3,0,0
2024-01-04T14:37:00,14,37,3,0,0
2024-01-04T14:52:00,14,52,3,0,0
2024-01-04T15:07:00,15,7,3,0,0
2024-01-04T15:22:00,15,22,3,0,0
2024-01-04T15:37:00,15,37,3,0,0
2024-01-04T15:52:00,15,52,3,0,0
2024-01-04T16:07:00,16,7,3,0,0
2024-01-04T16:22:00,16,22,3,0,0
2024-01-04T16:37:00,16,37,3,0,0
2024-01-04T16:52:00,16,52,3,0,0
2024-01-04T17:07:00,17,7,3,0,0
2024-01-04T17:22:00,17,22,3,0,0
2024-01-04T17:37:00,17,37,3,0,0
2024-01-04T17:52:00,17,52,3,0,0
2024-01-04T18:07:00,18,7,3,0,1
2024-01-04T18:22:00,18,22,3,0,1
2024-01-04T18:37:00,18,37,3,0,0
2024-01-04T18:52:00,18,52,3,0,0
2024-01-04T19:07:00,19,7,3,0,0
2024-01-04T19:22:00,19,22,3,0,0
2024-01-04T19:37:00,19,37,3,0,0
2024-01-04T19:52:00,19,52,3,0,0
2024-01-04T20:07:00,20,7,3,0,0
2024-01-04T20:22:00,20,22,3,0,0
2024-01-04T20:37:00,20,37,3,0,0
2024-01-04T20:52:00,20,52,3,0,0
2024-01-04T21:07:00,21,7,3,0,0
2024-01-04T21:22:00,21,22,3,0,0
2024-01-04T21:37:00,21,37,3,0,0
2024-01-04T21:52:00,21,52,3,0,0
2024-01-04T22:07:00,22,7,3,0,0
2024-01-04T22:22:00,22,22,3,0,0
2024-01-04T22:37:00,22,37,3,0,0
2024-01-04T22:52:00,22,52,3,0,0
2024-01-04T23:07:00,23,7,3,0,0
2024-01-04T23:22:00,23,22,3,0,0
2024-01-04T23:37:00,23,37,3,0,0
2024-01-04T23:52:00,23,52,3,0,0
2024-01-05T00:07:00,0,7,4,0,0
2024-01-05T00:22:00,0,22,4,0,0
2024-01-05T00:37:00,0,37,4,0,0
2024-01-05T00:52:00,0,52,4,0,0
2024-01-05T01:07:00,1,7,4,0,0
2024-01-05T01:22:00,1,22,4,0,0
2024-01-05T01:37:00,1,37,4,0,0
2024-01-05T01:52:00,1,52,4,0,0
2024-01-05T02:07:00,2,7,4,0,0
2024-01-05T02:22:00,2,22,4,0,0
2024-01-05T02:37:00,2,37,4,0,0
2024-01-05T02:52:00,2,52,4,0,0
2024-01-05T03:07:00,3,7,4,0,0
2024-01-05T03:22:00,3,22,4,0,0
2024-01-05T03:37:00,3,37,4,0,0
2024-01-05T03:52:00,3,52,4,0,0
2024-01-05T04:07:00,4,7,4,0,0
2024-01-05T04:22:00,4,22,4,0,0
2024-01-05T04:37:00,4,37,4,0,0
2024-01-05T04:52:00,4,52,4,0,0
2024-01-05T05:07:00,5,7,4,0,0
2024-01-05T05:22:00,5,22,4,0,0
2024-01-05T05:37:00,5,37,4,0,0
2024-01-05T05:52:00,5,52,4,0,0
2024-01-05T06:07:00,6,7,4,0,0
2024-01-05T06:22:00,6,22,4,0,0
2024-01-05T06:37:00,6,37,4,0,1
2024-01-05T06:52:00,6,52,4,0,1
2024-01-05T07:07:00,7,7,4,0,1
2024-01-05T07:22:00,7,22,4,0,1
2024-01-05T07:37:00,7,37,4,0,0
2024-01-05T07:52:00,7,52,4,0,0
2024-01-05T08:07:00,8,7,4,0,0
2024-01-05T08:22:00,8,22,4,0,0
2024-01-05T08:37:00,8,37,4,0,0
2024-01-05T08:52:00,8,52,4,0,0
2024-01-05T09:07:00,9,7,4,0,0
2024-01-05T09:22:00,9,22,4,0,0
2024-01-05T09:37:00,9,37,4,0,0
2024-01-05T09:52:00,9,52,4,0,0
2024-01-05T10:07:00,10,7,4,0,0
2024-01-05T10:22:00,10,22,4,0,0
2024-01-05T10:37:00,10,37,4,0,0
2024-01-05T10:52:00,10,52,4,0,0
2024-01-05T11:07:00,11,7,4,0,0
2024-01-05T11:22:00,11,22,4,0,0
2024-01-05T11:37:00,11,37,4,0,0
2024-01-05T11:52:00,11,52,4,0,0
2024-01-05T12:07:00,12,7,4,0,0
2024-01-05T12:22:00,12,22,4,0,0
2024-01-05T12:37:00,12,37,4,0,0
2024-01-05T12:52:00,12,52,4,0,0
2024-01-05T13:07:00,13,7,4,0,0
2024-01-05T13:22:00,13,22,4,0,0
2024-01-05T13:37:00,13,37,4,0,0
2024-01-05T13:52:00,13,52,4,0,0
2024-01-05T14:07:00,14,7,4,0,0
2024-01-05T14:22:00,14,22,4,0,0
2024-01-05T14:37:00,14,37,4,0,0
2024-01-05T14:52:00,14,52,4,0,0
2024-01-05T15:07:00,15,7,4,0,0
2024-01-05T15:22:00,15,22,4,0,0
2024-01-05T15:37:00,15,37,4,0,0
2024-01-05T15:52:00,15,52,4,0,0
2024-01-05T16:07:00,16,7,4,0,0
2024-01-05T16:22:00,16,22,4,0,0
2024-01-05T16:37:00,16,37,4,0,0
2024-01-05T16:52:00,16,52,4,0,0
2024-01-05T17:07:00,17,7,4,0,0
2024-01-05T17:22:00,17,22,4,0,0
2024-01-05T17:37:00,17,37,4,0,0
2024-01-05T17:52:00,17,52,4,0,0
2024-01-05T18:07:00,18,7,4,0,0
2024-01-05T18:22:00,18,22,4,0,0
2024-01-05T18:37:00,18,37,4,0,0
2024-01-05T18:52:00,18,52,4,0,0
2024-01-05T19:07:00,19,7,4,0,0
2024-01-05T19:22:00,19,22,4,0,0
2024-01-05T19:37:00,19,37,4,0,0
2024-01-05T19:52:00,19,52,4,0,0
2024-01-05T20:07:00,20,7,4,0,0
2024-01-05T20:22:00,20,22,4,0,0
2024-01-05T20:37:00,20,37,4,0,0
2024-01-05T20:52:00,20,52,4,0,0
2024-01-05T21:07:00,21,7,4,0,0
2024-01-05T21:22:00,21,22,4,0,0
2024-01-05T21:37:00,21,37,4,0,0
2024-01-05T21:52:00,21,52,4,0,0
2024-01-05T22:07:00,22,7,4,0,0
2024-01-05T22:22:00,22,22,4,0,0
2024-01-05T22:37:00,22,37,4,0,0
2024-01-05T22:52:00,22,52,4,0,0
2024-01-05T23:07:00,23,7,4,0,0
2024-01-05T23:22:00,23,22,4,0,0
2024-01-05T23:37:00,23,37,4,0,0
2024-01-05T23:52:00,23,52,4,0,0
2024-01-06T00:07:00,0,7,5,1,0
2024-01-06T00:22:00,0,22,5,1,0
2024-01-06T00:37:00,0,37,5,1,0
2024-01-06T00:52:00,0,52,5,1,0
2024-01-06T01:07:00,1,7,5,1,0
2024-01-06T01:22:00,1,22,5,1,0
2024-01-06T01:37:00,1,37,5,1,0
2024-01-06T01:52:00,1,52,5,1,0
2024-01-06T02:07:00,2,7,5,1,0
2024-01-06T02:22:00,2,22,5,1,0
2024-01-06T02:37:00,2,37,5,1,0
2024-01-06T02:52:00,2,52,5,1,0
2024-01-06T03:07:00,3,7,5,1,0
2024-01-06T03:22:00,3,22,5,1,0
2024-01-06T03:37:00,3,37,5,1,0
2024-01-06T03:52:00,3,52,5,1,0
2024-01-06T04:07:00,4,7,5,1,0
2024-01-06T04:22:00,4,22,5,1,0
2024-01-06T04:37:00,4,37,5,1,0
2024-01-06T04:52:00,4,52,5,1,0
2024-01-06T05:07:00,5,7,5,1,0
2024-01-06T05:22:00,5,22,5,1,0
2024-01-06T05:37:00,5,37,5,1,0
2024-01-06T05:52:00,5,52,5,1,0
2024-01-06T06:07:00,6,7,5,1,0
2024-01-06T06:22:00,6,22,5,1,0
2024-01-06T06:37:00,6,37,5,1,0
2024-01-06T06:52:00,6,52,5,1,0
2024-01-06T07:07:00,7,7,5,1,0
2024-01-06T07:22:00,7,22,5,1,0
2024-01-06T07:37:00,7,37,5,1,0
2024-01-06T07:52:00,7,52,5,1,0
2024-01-06T08:07:00,8,7,5,1,1
2024-01-06T08:22:00,8,22,5,1,1
2024-01-06T08:37:00,8,37,5,1,0
2024-01-06T08:52:00,8,52,5,1,0
2024-01-06T09:07:00,9,7,5,1,0
2024-01-06T09:22:00,9,22,5,1,0
2024-01-06T09:37:00,9,37,5,1,0
2024-01-06T09:52:00,9,52,5,1,0
2024-01-06T10:07:00,10,7,5,1,0
2024-01-06T10:22:00,10,22,5,1,0
2024-01-06T10:37:00,10,37,5,1,0
2024-01-06T10:52:00,10,52,5,1,0
2024-01-06T11:07:00,11,7,5,1,0
2024-01-06T11:22:00,11,22,5,1,0
2024-01-06T11:37:00,11,37,5,1,0
2024-01-06T11:52:00,11,52,5,1,0
2024-01-06T12:07:00,12,7,5,1,0
2024-01-06T12:22:00,12,22,5,1,0
2024-01-06T12:37:00,12,37,5,1,0
2024-01-06T12:52:00,12,52,5,1,0
2024-01-06T13:07:00,13,7,5,1,0
2024-01-06T13:22:00,13,22,5,1,0
2024-01-06T13:37:00,13,37,5,1,0
2024-01-06T13:52:00,13,52,5,1,0
2024-01-06T14:07:00,14,7,5,1,0
2024-01-06T14:22:00,14,22,5,1,0
2024-01-06T14:37:00,14,37,5,1,0
2024-01-06T14:52:00,14,52,5,1,0
2024-01-06T15:07:00,15,7,5,1,0
2024-01-06T15:22:00,15,22,5,1,0
2024-01-06T15:37:00,15,37,5,1,0
2024-01-06T15:52:00,15,52,5,1,0
2024-01-06T16:07:00,16,7,5,1,0
2024-01-06T16:22:00,16,22,5,1,0
2024-01-06T16:37:00,16,37,5,1,0
2024-01-06T16:52:00,16,52,5,1,0
2024-01-06T17:07:00,17,7,5,1,1
2024-01-06T17:22:00,17,22,5,1,1
2024-01-06T17:37:00,17,37,5,1,0
2024-01-06T17:52:00,17,52,5,1,0
2024-01-06T18:07:00,18,7,5,1,0
2024-01-06T18:22:00,18,22,5,1,0
2024-01-06T18:37:00,18,37,5,1,0
2024-01-06T18:52:00,18,52,5,1,0
2024-01-06T19:07:00,19,7,5,1,0
2024-01-06T19:22:00,19,22,5,1,0
2024-01-06T19:37:00,19,37,5,1,0
2024-01-06T19:52:00,19,52,5,1,0
2024-01-06T20:07:00,20,7,5,1,0
2024-01-06T20:22:00,20,22,5,1,0
2024-01-06T20:37:00,20,37,5,1,0
2024-01-06T20:52:00,20,52,5,1,0
2024-01-06T21:07:00,21,7,5,1,0
2024-01-06T21:22:00,21,22,5,1,0
2024-01-06T21:37:00,21,37,5,1,0
2024-01-06T21:52:00,21,52,5,1,0
2024-01-06T22:07:00,22,7,5,1,0
2024-01-06T22:22:00,22,22,5,1,0
2024-01-06T22:37:00,22,37,5,1,0
2024-01-06T22:52:00,22,52,5,1,0
2024-01-06T23:07:00,23,7,5,1,0
2024-01-06T23:22:00,23,22,5,1,0
2024-01-06T23:37:00,23,37,5,1,0
2024-01-06T23:52:00,23,52,5,1,0
2024-01-07T00:07:00,0,7,6,1,0
2024-01-07T00:22:00,0,22,6,1,0
2024-01-07T00:37:00,0,37,6,1,0
2024-01-07T00:52:00,0,52,6,1,0
2024-01-07T01:07:00,1,7,6,1,0
2024-01-07T01:22:00,1,22,6,1,0
2024-01-07T01:37:00,1,37,6,1,0
2024-01-07T01:52:00,1,52,6,1,0
2024-01-07T02:07:00,2,7,6,1,0
2024-01-07T02:22:00,2,22,6,1,0
2024-01-07T02:37:00,2,37,6,1,0
2024-01-07T02:52:00,2,52,6,1,0
2024-01-07T03:07:00,3,7,6,1,0
2024-01-07T03:22:00,3,22,6,1,0
2024-01-07T03:37:00,3,37,6,1,0
2024-01-07T03:52:00,3,52,6,1,0
2024-01-07T04:07:00,4,7,6,1,0
2024-01-07T04:22:00,4,22,6,1,0
2024-01-07T04:37:00,4,37,6,1,0
2024-01-07T04:52:00,4,52,6,1,0
2024-01-07T05:07:00,5,7,6,1,0
2024-01-07T05:22:00,5,22,6,1,0
2024-01-07T05:37:00,5,37,6,1,0
2024-01-07T05:52:00,5,52,6,1,0
2024-01-07T06:07:00,6,7,6,1,0
2024-01-07T06:22:00,6,22,6,1,0
2024-01-07T06:37:00,6,37,6,1,1
2024-01-07T06:52:00,6,52,6,1,1
2024-01-07T07:07:00,7,7,6,1,1
2024-01-07T07:22:00,7,22,6,1,1
